locus_tag	ftype	length_bp	gene	EC_number	COG	product
LNBKKNJO_04722	CDS	312		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
LNBKKNJO_04723	CDS	579				hypothetical protein
LNBKKNJO_04724	CDS	1887	typA		COG1217	GTP-binding protein TypA/BipA
LNBKKNJO_04725	CDS	663	ephA_4	3.3.2.10		Epoxide hydrolase A
LNBKKNJO_04726	CDS	249				hypothetical protein
LNBKKNJO_04727	CDS	588	betI_8			HTH-type transcriptional regulator BetI
LNBKKNJO_04728	CDS	477				hypothetical protein
LNBKKNJO_04729	CDS	2817	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
LNBKKNJO_04730	CDS	552		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
LNBKKNJO_04731	CDS	1332		2.3.1.20		Putative diacyglycerol O-acyltransferase
LNBKKNJO_04732	CDS	1020	virS_2			HTH-type transcriptional regulator VirS
LNBKKNJO_04733	CDS	1803		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LNBKKNJO_04734	CDS	510				hypothetical protein
LNBKKNJO_04735	CDS	183				hypothetical protein
LNBKKNJO_04736	CDS	2022	hmp_3	1.14.12.17		Flavohemoprotein
LNBKKNJO_04737	CDS	1068		1.6.5.11	COG2070	NADH:quinone reductase
LNBKKNJO_04738	CDS	744		2.8.3.-	COG2057	Putative CoA-transferase subunit beta
LNBKKNJO_04739	CDS	879		2.8.3.-	COG1788	Putative CoA-transferase subunit alpha
LNBKKNJO_04740	CDS	744	dpgD_3	4.2.1.17		Enoyl-CoA-hydratase
LNBKKNJO_04741	CDS	234	atzF	3.5.1.54		Allophanate hydrolase
LNBKKNJO_04742	CDS	636	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LNBKKNJO_04743	CDS	933		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
LNBKKNJO_04744	CDS	417				hypothetical protein
LNBKKNJO_04745	CDS	843	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
LNBKKNJO_04746	CDS	1332				hypothetical protein
LNBKKNJO_04747	CDS	687				hypothetical protein
LNBKKNJO_04748	CDS	966				hypothetical protein
LNBKKNJO_04749	CDS	597	msiK_2	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
LNBKKNJO_04750	CDS	501	msiK_3	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
LNBKKNJO_04751	CDS	825	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
LNBKKNJO_04752	CDS	1008				hypothetical protein
LNBKKNJO_04753	CDS	1038				hypothetical protein
LNBKKNJO_04754	CDS	609				hypothetical protein
LNBKKNJO_04755	CDS	240				hypothetical protein
LNBKKNJO_04756	CDS	501				hypothetical protein
LNBKKNJO_04757	CDS	1524		1.2.1.3	COG1012	putative aldehyde dehydrogenase
LNBKKNJO_04758	CDS	2106				hypothetical protein
LNBKKNJO_04759	CDS	297				hypothetical protein
LNBKKNJO_04760	CDS	546	bfrB	1.16.3.1	COG1528	Ferritin BfrB
LNBKKNJO_04761	CDS	852	glpQ1	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 1
LNBKKNJO_04762	CDS	987				hypothetical protein
LNBKKNJO_04763	CDS	156				hypothetical protein
LNBKKNJO_04764	CDS	624	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
LNBKKNJO_04765	CDS	414				hypothetical protein
LNBKKNJO_04766	CDS	705				hypothetical protein
LNBKKNJO_04767	CDS	870	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
LNBKKNJO_04768	CDS	2547	clpB		COG0542	Chaperone protein ClpB
LNBKKNJO_04769	CDS	1182	hmp_4	1.14.12.17		Flavohemoprotein
LNBKKNJO_04770	CDS	321				hypothetical protein
LNBKKNJO_04771	CDS	609	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
LNBKKNJO_04772	CDS	1053				hypothetical protein
LNBKKNJO_04773	CDS	255			COG5416	putative membrane protein
LNBKKNJO_04774	CDS	948	yehZ		COG1732	Glycine betaine-binding protein YehZ
LNBKKNJO_04775	CDS	378	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
LNBKKNJO_04776	CDS	708	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
LNBKKNJO_04777	CDS	291				hypothetical protein
LNBKKNJO_04778	CDS	90				hypothetical protein
LNBKKNJO_04779	CDS	1167				putative PPE family protein PPE51
LNBKKNJO_04780	CDS	915	cdh	3.6.1.26	COG2134	putative CDP-diacylglycerol pyrophosphatase
LNBKKNJO_04781	CDS	1170	bkdC	2.3.1.168	COG0508	Dihydrolipoyllysine-residue acyltransferase component of branched-chain alpha-ketoacid dehydrogenase complex
LNBKKNJO_04782	CDS	1047	bkdB	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
LNBKKNJO_04783	CDS	270				hypothetical protein
LNBKKNJO_04784	CDS	1005				hypothetical protein
LNBKKNJO_04785	CDS	1080				hypothetical protein
LNBKKNJO_04786	CDS	816				hypothetical protein
LNBKKNJO_04787	CDS	582	uppS_2	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
LNBKKNJO_04788	CDS	867				hypothetical protein
LNBKKNJO_04789	CDS	219				hypothetical protein
LNBKKNJO_04790	CDS	183				hypothetical protein
LNBKKNJO_04791	CDS	1767				hypothetical protein
LNBKKNJO_04792	CDS	1494		1.2.1.3		Putative aldehyde dehydrogenase
LNBKKNJO_04793	CDS	534				IS110 family transposase IS117
LNBKKNJO_04794	CDS	912				hypothetical protein
LNBKKNJO_04795	CDS	948	panC	6.3.2.1	COG0414	Pantothenate synthetase
LNBKKNJO_04796	CDS	432	panD_2	4.1.1.11	COG0853	Aspartate 1-decarboxylase
LNBKKNJO_04797	CDS	792	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
LNBKKNJO_04798	CDS	1497	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
LNBKKNJO_04799	CDS	342	lsr2			Nucleoid-associated protein Lsr2
LNBKKNJO_04800	CDS	1767	deaD_3	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
LNBKKNJO_04801	CDS	1143	oatA	2.3.1.-		O-acetyltransferase OatA
LNBKKNJO_04802	CDS	732				hypothetical protein
LNBKKNJO_04803	CDS	240				hypothetical protein
LNBKKNJO_04804	CDS	648				hypothetical protein
LNBKKNJO_04805	CDS	168				hypothetical protein
LNBKKNJO_04806	CDS	414	rpfC	3.-.-.-		Resuscitation-promoting factor RpfC
LNBKKNJO_04807	CDS	609		5.4.99.5	COG1605	Secreted chorismate mutase
LNBKKNJO_04808	CDS	846	dhmA_4	3.8.1.5		Haloalkane dehalogenase
LNBKKNJO_04809	CDS	945	fgd_8	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
LNBKKNJO_04810	CDS	669				hypothetical protein
LNBKKNJO_04811	CDS	978	fbpB_1	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85B
LNBKKNJO_04812	CDS	588				hypothetical protein
LNBKKNJO_04813	CDS	633				hypothetical protein
LNBKKNJO_04814	CDS	216				hypothetical protein
LNBKKNJO_04815	CDS	261				hypothetical protein
LNBKKNJO_04816	CDS	204				hypothetical protein
LNBKKNJO_04817	CDS	111				hypothetical protein
LNBKKNJO_04818	CDS	426				hypothetical protein
LNBKKNJO_04819	CDS	270				hypothetical protein
LNBKKNJO_04820	CDS	144				hypothetical protein
LNBKKNJO_04821	CDS	1248				hypothetical protein
LNBKKNJO_04822	CDS	156				hypothetical protein
LNBKKNJO_04823	CDS	747	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
LNBKKNJO_04824	CDS	1929	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
LNBKKNJO_04825	CDS	822				hypothetical protein
LNBKKNJO_04826	CDS	150				hypothetical protein
LNBKKNJO_04827	CDS	1755		6.2.1.-		Long-chain-fatty-acid--AMP ligase FadD26
LNBKKNJO_04828	CDS	642				hypothetical protein
LNBKKNJO_04829	CDS	735				hypothetical protein
LNBKKNJO_04830	CDS	210				hypothetical protein
LNBKKNJO_04831	CDS	390				hypothetical protein
LNBKKNJO_04832	CDS	750	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
LNBKKNJO_04833	CDS	1242				hypothetical protein
LNBKKNJO_04834	CDS	873				hypothetical protein
LNBKKNJO_04835	CDS	639				hypothetical protein
LNBKKNJO_04836	CDS	858				hypothetical protein
LNBKKNJO_04837	CDS	126				hypothetical protein
LNBKKNJO_04838	CDS	318				hypothetical protein
LNBKKNJO_04839	CDS	522				hypothetical protein
LNBKKNJO_04840	CDS	918				putative PPE family protein PPE10
LNBKKNJO_04841	CDS	420				putative protein
LNBKKNJO_04842	CDS	1626	groL1		COG0459	60 kDa chaperonin 1
LNBKKNJO_04843	CDS	645				hypothetical protein
LNBKKNJO_04844	CDS	270				hypothetical protein
LNBKKNJO_04845	CDS	1341	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
LNBKKNJO_04846	CDS	1608	car_2	1.2.1.-	COG1022	Carboxylic acid reductase
LNBKKNJO_04847	CDS	1875	car_3	1.2.1.-	COG1022	Carboxylic acid reductase
LNBKKNJO_04848	CDS	990				hypothetical protein
LNBKKNJO_04849	CDS	2475				hypothetical protein
LNBKKNJO_04850	CDS	2238	icd_2	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
LNBKKNJO_04851	CDS	1125		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
LNBKKNJO_04852	CDS	762				hypothetical protein
LNBKKNJO_04853	CDS	657	espE_3			ESX-1 secretion-associated protein EspE
LNBKKNJO_04854	CDS	810	espJ_3			ESX-1 secretion-associated protein EspJ
LNBKKNJO_04855	CDS	1440	eccD1			ESX-1 secretion system protein EccD1
LNBKKNJO_04856	CDS	1011	espI_2		COG0455	ESX-1 secretion-associated protein EspI
LNBKKNJO_04857	CDS	603				Putative enoyl-CoA hydratase EchA13
LNBKKNJO_04858	CDS	1230		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
LNBKKNJO_04859	CDS	1089		1.3.99.-		Acyl-CoA dehydrogenase FadE27
LNBKKNJO_04860	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
LNBKKNJO_04861	CDS	1083				hypothetical protein
LNBKKNJO_04862	CDS	663	mutM	4.2.99.18		Formamidopyrimidine-DNA glycosylase
LNBKKNJO_04863	CDS	750		1.-.-.-	COG1028	putative oxidoreductase
LNBKKNJO_04864	CDS	1665	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
LNBKKNJO_04865	CDS	996	fbpB_2	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85B
LNBKKNJO_04866	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
LNBKKNJO_04867	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
LNBKKNJO_04868	CDS	417				hypothetical protein
LNBKKNJO_04869	CDS	1335	ttuB			Putative tartrate transporter
LNBKKNJO_04870	CDS	747				hypothetical protein
LNBKKNJO_04871	tRNA	74				tRNA-Gly(ccc)
LNBKKNJO_04872	CDS	423				hypothetical protein
LNBKKNJO_04873	CDS	465				hypothetical protein
LNBKKNJO_04874	CDS	2982	menE_9	6.2.1.26		2-succinylbenzoate--CoA ligase
LNBKKNJO_04875	CDS	234				hypothetical protein
LNBKKNJO_04876	CDS	438				hypothetical protein
LNBKKNJO_04877	CDS	246				hypothetical protein
LNBKKNJO_04878	CDS	1326	dapE_3	3.5.1.18		Succinyl-diaminopimelate desuccinylase
LNBKKNJO_04879	CDS	495	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
LNBKKNJO_04880	CDS	228				hypothetical protein
LNBKKNJO_04881	CDS	1740				hypothetical protein
LNBKKNJO_04882	CDS	222				hypothetical protein
LNBKKNJO_04883	CDS	762				hypothetical protein
LNBKKNJO_04884	CDS	282				IS3 family transposase ISMyma1
LNBKKNJO_04885	CDS	624				hypothetical protein
LNBKKNJO_04886	CDS	462				hypothetical protein
LNBKKNJO_04887	CDS	243	cmoM_1	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
LNBKKNJO_04888	CDS	957		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
LNBKKNJO_04889	CDS	435	yehY		COG1174	Glycine betaine uptake system permease protein YehY
LNBKKNJO_04890	CDS	747	opuBB		COG1174	Choline transport system permease protein OpuBB
LNBKKNJO_04891	CDS	555				hypothetical protein
LNBKKNJO_04892	CDS	1038	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
LNBKKNJO_04893	CDS	522				hypothetical protein
LNBKKNJO_04894	CDS	459	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
LNBKKNJO_04895	tRNA	90				tRNA-Ser(cga)
LNBKKNJO_04896	CDS	1476	murJ			lipid II flippase MurJ
LNBKKNJO_04897	CDS	1581	gumD	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
LNBKKNJO_04898	CDS	804		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
LNBKKNJO_04899	CDS	258				hypothetical protein
LNBKKNJO_04900	CDS	117				hypothetical protein
LNBKKNJO_04901	CDS	1485	miaB_2	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
LNBKKNJO_04902	CDS	876		2.1.1.255		Geranyl diphosphate 2-C-methyltransferase
LNBKKNJO_04903	CDS	1224	bioI_2	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
LNBKKNJO_04904	CDS	303				hypothetical protein
LNBKKNJO_04905	CDS	183				hypothetical protein
LNBKKNJO_04906	CDS	393				hypothetical protein
LNBKKNJO_04907	CDS	183				hypothetical protein
LNBKKNJO_04908	CDS	1065				putative protein
LNBKKNJO_04909	CDS	1035	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
LNBKKNJO_04910	CDS	795				putative protein
LNBKKNJO_04911	CDS	738			COG2186	putative HTH-type transcriptional regulator
LNBKKNJO_04912	CDS	654				putative protein
LNBKKNJO_04913	CDS	183				hypothetical protein
LNBKKNJO_04914	CDS	279				hypothetical protein
LNBKKNJO_04915	CDS	786				hypothetical protein
LNBKKNJO_04916	CDS	1086	ord_7	1.4.1.26		2,4-diaminopentanoate dehydrogenase
LNBKKNJO_04917	CDS	399				hypothetical protein
LNBKKNJO_04918	CDS	1155		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
LNBKKNJO_04919	CDS	135				hypothetical protein
LNBKKNJO_04920	CDS	147				hypothetical protein
LNBKKNJO_04921	CDS	264				hypothetical protein
LNBKKNJO_04922	CDS	720				hypothetical protein
LNBKKNJO_04923	CDS	867				hypothetical protein
LNBKKNJO_04924	CDS	567				hypothetical protein
LNBKKNJO_04925	tRNA	75				tRNA-Met(cat)
LNBKKNJO_04926	CDS	213				hypothetical protein
LNBKKNJO_04927	CDS	429				hypothetical protein
LNBKKNJO_04928	CDS	618				hypothetical protein
LNBKKNJO_04929	CDS	1662				hypothetical protein
LNBKKNJO_04930	CDS	255				hypothetical protein
LNBKKNJO_04931	CDS	753				putative protein
LNBKKNJO_04932	CDS	1293			COG0477	putative MFS-type transporter
LNBKKNJO_04933	CDS	648				hypothetical protein
LNBKKNJO_04934	CDS	1041				hypothetical protein
LNBKKNJO_04935	CDS	351				hypothetical protein
LNBKKNJO_04936	CDS	915				hypothetical protein
LNBKKNJO_04937	CDS	672	espD			ESX-1 secretion-associated protein EspD
LNBKKNJO_04938	CDS	312	espC_1			ESX-1 secretion-associated protein EspC
LNBKKNJO_04939	CDS	1170	espA			ESX-1 secretion-associated protein EspA
LNBKKNJO_04940	CDS	1248				putative MFS-type transporter
LNBKKNJO_04941	CDS	1020	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
LNBKKNJO_04942	CDS	1614	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
LNBKKNJO_04943	CDS	453	thi4_2	2.4.2.59		Thiamine thiazole synthase
LNBKKNJO_04944	CDS	1446	pknD_8	2.7.11.1		Serine/threonine-protein kinase PknD
LNBKKNJO_04945	CDS	1275		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
LNBKKNJO_04946	CDS	975				hypothetical protein
LNBKKNJO_04947	CDS	2805				hypothetical protein
LNBKKNJO_04948	CDS	1467	lgrD			Linear gramicidin synthase subunit D
LNBKKNJO_04949	CDS	639				hypothetical protein
LNBKKNJO_04950	CDS	1185				putative PPE family protein PPE47/PPE48
LNBKKNJO_04951	CDS	1377	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
LNBKKNJO_04952	CDS	375				hypothetical protein
LNBKKNJO_04953	CDS	813		6.3.4.12		Glutamate--methylamine ligase
LNBKKNJO_04954	CDS	552	glnA	6.3.1.2	COG0174	Glutamine synthetase
LNBKKNJO_04955	CDS	1155				hypothetical protein
LNBKKNJO_04956	CDS	1407	aam	3.5.1.13	COG0154	Acylamidase
LNBKKNJO_04957	CDS	156				hypothetical protein
LNBKKNJO_04958	CDS	1317				hypothetical protein
LNBKKNJO_04959	CDS	1032				hypothetical protein
LNBKKNJO_04960	CDS	1461				hypothetical protein
LNBKKNJO_04961	CDS	117				hypothetical protein
LNBKKNJO_04962	CDS	171				hypothetical protein
LNBKKNJO_04963	CDS	1014				hypothetical protein
LNBKKNJO_04964	CDS	630				hypothetical protein
LNBKKNJO_04965	CDS	1092	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
LNBKKNJO_04966	CDS	735	iscS	2.8.1.7	COG1104	IscS-like cysteine desulfurase
LNBKKNJO_04967	CDS	861				hypothetical protein
LNBKKNJO_04968	CDS	837				hypothetical protein
LNBKKNJO_04969	CDS	282				hypothetical protein
LNBKKNJO_04970	CDS	837				hypothetical protein
LNBKKNJO_04971	CDS	861				hypothetical protein
LNBKKNJO_04972	CDS	672				hypothetical protein
LNBKKNJO_04973	CDS	819			COG0204	putative protein
LNBKKNJO_04974	CDS	1329				putative protein
LNBKKNJO_04975	CDS	252				hypothetical protein
LNBKKNJO_04976	CDS	3381	ppsB_2	2.3.1.-		Plipastatin synthase subunit B
LNBKKNJO_04977	CDS	414				hypothetical protein
LNBKKNJO_04978	CDS	540				hypothetical protein
LNBKKNJO_04979	CDS	654	rpoE		COG1595	ECF RNA polymerase sigma-E factor
LNBKKNJO_04980	CDS	285				hypothetical protein
LNBKKNJO_04981	CDS	138				hypothetical protein
LNBKKNJO_04982	CDS	141				hypothetical protein
LNBKKNJO_04983	CDS	405				IS110 family transposase ISMch6
LNBKKNJO_04984	CDS	597				IS110 family transposase ISLxx2
LNBKKNJO_04985	CDS	177				hypothetical protein
LNBKKNJO_04986	CDS	987	fabH_4	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
LNBKKNJO_04987	CDS	1035				hypothetical protein
LNBKKNJO_04988	CDS	786				IS21 family transposase ISLxx3
LNBKKNJO_04989	CDS	333				hypothetical protein
LNBKKNJO_04990	CDS	342				hypothetical protein
LNBKKNJO_04991	CDS	459				hypothetical protein
LNBKKNJO_04992	CDS	1260				hypothetical protein
LNBKKNJO_04993	CDS	792				hypothetical protein
LNBKKNJO_04994	CDS	246				hypothetical protein
LNBKKNJO_04995	CDS	270				hypothetical protein
LNBKKNJO_04996	CDS	336				Heme-binding protein
LNBKKNJO_04997	CDS	363				hypothetical protein
LNBKKNJO_04998	CDS	426				hypothetical protein
LNBKKNJO_04999	CDS	303				hypothetical protein
LNBKKNJO_05000	CDS	375	trxC_3		COG0526	Putative thioredoxin 2
LNBKKNJO_05001	CDS	558	cmoM_2	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
LNBKKNJO_05002	CDS	648				putative HTH-type transcriptional regulator
LNBKKNJO_05003	CDS	639				hypothetical protein
LNBKKNJO_05004	CDS	96				hypothetical protein
LNBKKNJO_05005	CDS	585				hypothetical protein
LNBKKNJO_05006	CDS	360				hypothetical protein
LNBKKNJO_05007	CDS	486	gabD2_1	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
LNBKKNJO_05008	CDS	1056	gabD2_2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
LNBKKNJO_05009	CDS	714				hypothetical protein
LNBKKNJO_05010	CDS	666				hypothetical protein
LNBKKNJO_05011	CDS	369				hypothetical protein
LNBKKNJO_05012	CDS	390				hypothetical protein
LNBKKNJO_05013	CDS	279				hypothetical protein
LNBKKNJO_05014	CDS	690				hypothetical protein
LNBKKNJO_05015	CDS	2547	clpC1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
LNBKKNJO_05016	CDS	801		1.14.-.-	COG2124	Putative cytochrome P450 123
LNBKKNJO_05017	CDS	624				hypothetical protein
LNBKKNJO_05018	CDS	219	embR_3		COG1716	Transcriptional regulatory protein EmbR
LNBKKNJO_05019	CDS	1656				putative PPE family protein PPE40
LNBKKNJO_05020	CDS	1551				hypothetical protein
LNBKKNJO_05021	CDS	243				hypothetical protein
LNBKKNJO_05022	CDS	534				hypothetical protein
LNBKKNJO_05023	CDS	882		1.8.3.7	COG1262	Formylglycine-generating enzyme
LNBKKNJO_05024	CDS	276				hypothetical protein
LNBKKNJO_05025	CDS	1395	lpdC	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
LNBKKNJO_05026	CDS	915	bioF_3	2.3.1.47		8-amino-7-oxononanoate synthase
LNBKKNJO_05027	CDS	387		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
LNBKKNJO_05028	CDS	732				hypothetical protein
LNBKKNJO_05029	CDS	768			COG1234	putative protein
LNBKKNJO_05030	CDS	735	rph	2.7.7.56	COG0689	Ribonuclease PH
LNBKKNJO_05031	CDS	360				hypothetical protein
LNBKKNJO_05032	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
LNBKKNJO_05033	CDS	435				hypothetical protein
LNBKKNJO_05034	CDS	756				hypothetical protein
LNBKKNJO_05035	CDS	1335	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
LNBKKNJO_05036	CDS	267				hypothetical protein
LNBKKNJO_05037	CDS	1509	papA1	2.3.1.283	COG1020	SL659 acyltransferase papA1
LNBKKNJO_05038	CDS	744				hypothetical protein
LNBKKNJO_05039	CDS	261		1.14.13.-	COG2072	putative monooxygenase
LNBKKNJO_05040	CDS	1296	gltA2	2.3.3.16	COG0372	Citrate synthase 1
LNBKKNJO_05041	CDS	1185			COG1233	putative protein
LNBKKNJO_05042	CDS	870	cobB_3	2.3.1.286	COG0846	NAD-dependent protein deacetylase
LNBKKNJO_05043	CDS	1260		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
LNBKKNJO_05044	CDS	639				hypothetical protein
LNBKKNJO_05045	CDS	219				hypothetical protein
LNBKKNJO_05046	CDS	678	todF	3.7.1.25		2-hydroxy-6-oxo-2,4-heptadienoate hydrolase
LNBKKNJO_05047	CDS	1017	mmcO_1	1.16.3.1	COG2132	Multicopper oxidase MmcO
LNBKKNJO_05048	CDS	234	mmcO_2	1.16.3.1	COG2132	Multicopper oxidase MmcO
LNBKKNJO_05049	CDS	417	lpqS			Lipoprotein LpqS
LNBKKNJO_05050	CDS	351				hypothetical protein
LNBKKNJO_05051	CDS	165				hypothetical protein
LNBKKNJO_05052	CDS	156				hypothetical protein
LNBKKNJO_05053	CDS	1815	ppsB_3	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsB
LNBKKNJO_05054	CDS	915	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
LNBKKNJO_05055	CDS	558	frr		COG0233	Ribosome-recycling factor
LNBKKNJO_05056	CDS	798	pyrH	2.7.4.22	COG0528	Uridylate kinase
LNBKKNJO_05057	CDS	723				hypothetical protein
LNBKKNJO_05058	CDS	2373		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
LNBKKNJO_05059	CDS	144				hypothetical protein
LNBKKNJO_05060	CDS	189				hypothetical protein
LNBKKNJO_05061	CDS	2325				hypothetical protein
LNBKKNJO_05062	CDS	2328	aceE_2	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
LNBKKNJO_05063	CDS	489	asnC_2		COG1522	Regulatory protein AsnC
LNBKKNJO_05064	CDS	96				hypothetical protein
LNBKKNJO_05065	CDS	945	pknD_9	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
LNBKKNJO_05066	CDS	939	pknD_10	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
LNBKKNJO_05067	CDS	129				hypothetical protein
LNBKKNJO_05068	CDS	861	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LNBKKNJO_05069	CDS	639	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
LNBKKNJO_05070	CDS	243				hypothetical protein
LNBKKNJO_05071	CDS	105				hypothetical protein
LNBKKNJO_05072	CDS	156				hypothetical protein
LNBKKNJO_05073	CDS	123				hypothetical protein
LNBKKNJO_05074	CDS	687	caiD_5	4.2.1.149		Carnitinyl-CoA dehydratase
LNBKKNJO_05075	CDS	1149	fadA5_3	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
LNBKKNJO_05076	CDS	120				PPE family protein PPE34
LNBKKNJO_05077	CDS	258				hypothetical protein
LNBKKNJO_05078	CDS	585				hypothetical protein
LNBKKNJO_05079	CDS	1077	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
LNBKKNJO_05080	CDS	1008	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
LNBKKNJO_05081	CDS	849			COG0584	putative protein
LNBKKNJO_05082	CDS	219				hypothetical protein
LNBKKNJO_05083	CDS	186				hypothetical protein
LNBKKNJO_05084	CDS	633				hypothetical protein
LNBKKNJO_05085	CDS	420			COG0346	Virulence protein
LNBKKNJO_05086	CDS	600				hypothetical protein
LNBKKNJO_05087	CDS	534				PPE family protein PPE34
LNBKKNJO_05088	CDS	294				hypothetical protein
